"Date","Price","Open","High","Low","Vol.","Change %"
"04/02/2020","110.00","105.37","110.32","105.14","6.33M","4.62%"
"04/01/2020","105.14","106.36","109.92","104.52","6.11M","-5.22%"
"03/31/2020","110.93","112.00","113.81","110.17","6.35M","-1.77%"
"03/30/2020","112.93","108.09","113.46","107.81","5.56M","4.54%"
"03/27/2020","108.03","108.58","111.50","107.64","6.42M","-4.31%"
"03/26/2020","112.89","106.91","113.15","105.57","7.16M","6.65%"
"03/25/2020","105.85","105.48","112.48","102.83","8.65M","0.35%"
"03/24/2020","105.48","99.99","106.04","99.26","7.97M","11.30%"
"03/23/2020","94.77","94.60","97.74","90.56","9.73M","-0.65%"
"03/20/2020","95.39","100.92","100.99","94.71","10.55M","-4.93%"
"03/19/2020","100.34","102.33","103.69","98.23","8.40M","-3.10%"
"03/18/2020","103.55","99.41","106.93","99.40","8.77M","-2.91%"
"03/17/2020","106.65","100.61","107.39","97.10","9.26M","7.64%"
"03/16/2020","99.08","98.00","107.41","95.00","10.57M","-8.22%"
"03/13/2020","107.95","108.68","109.16","100.81","12.50M","5.00%"
"03/12/2020","102.81","109.65","109.80","102.28","12.51M","-12.85%"
"03/11/2020","117.97","121.01","122.58","116.38","8.45M","-5.45%"
"03/10/2020","124.77","122.78","124.88","115.76","11.41M","5.91%"
"03/09/2020","117.81","120.16","122.41","117.28","10.76M","-7.77%"
"03/06/2020","127.73","126.70","128.33","124.52","8.19M","-1.40%"
"03/05/2020","129.55","130.50","132.29","128.45","5.45M","-3.48%"
"03/04/2020","134.22","131.58","134.28","129.00","5.00M","4.13%"
"03/03/2020","128.90","134.48","136.09","127.80","7.90M","-4.02%"
"03/02/2020","134.30","130.75","134.44","127.95","8.53M","3.19%"
"02/28/2020","130.15","129.98","131.09","126.36","13.01M","-2.22%"
"02/27/2020","133.11","137.24","138.69","133.01","8.42M","-4.75%"
"02/26/2020","139.75","142.90","144.06","139.60","5.41M","-1.38%"
"02/25/2020","141.71","146.51","147.07","141.26","6.21M","-3.22%"
"02/24/2020","146.43","145.51","148.05","145.38","5.45M","-2.28%"
"02/21/2020","149.84","151.04","151.04","148.84","3.54M","-0.91%"
"02/20/2020","151.22","150.81","151.62","149.51","2.88M","0.24%"
"02/19/2020","150.86","151.54","151.89","150.31","2.73M","-0.16%"
"02/18/2020","151.10","149.79","151.38","149.64","3.34M","0.27%"
"02/14/2020","150.70","154.42","154.56","149.77","6.10M","-2.34%"
"02/13/2020","154.31","154.37","154.83","153.41","3.82M","-0.64%"
"02/12/2020","155.31","153.75","155.60","153.52","4.44M","1.19%"
"02/11/2020","153.48","155.12","155.22","152.73","3.84M","-0.62%"
"02/10/2020","154.43","152.97","154.44","151.58","5.24M","0.66%"
"02/07/2020","153.41","154.55","155.54","152.92","6.42M","-2.14%"
"02/06/2020","156.76","156.82","158.75","155.42","8.40M","0.28%"
"02/05/2020","156.33","150.21","157.44","150.15","14.39M","4.84%"
"02/04/2020","149.11","147.78","149.38","146.88","5.62M","1.94%"
"02/03/2020","146.27","144.25","147.28","143.90","8.89M","1.77%"
"01/31/2020","143.73","142.90","144.05","140.79","18.99M","5.09%"
"01/30/2020","136.77","136.76","136.97","134.97","5.06M","-0.67%"
"01/29/2020","137.69","139.17","139.58","137.59","3.05M","-1.33%"
"01/28/2020","139.55","139.50","140.47","138.75","3.45M","0.67%"
"01/27/2020","138.62","138.50","140.07","138.10","4.17M","-1.38%"
"01/24/2020","140.56","143.39","143.92","140.46","5.58M","-1.62%"
"01/23/2020","142.87","144.20","144.41","142.15","5.66M","-0.71%"
"01/22/2020","143.89","143.32","145.79","142.55","16.47M","3.39%"
"01/21/2020","139.17","137.81","139.35","137.60","7.24M","0.62%"
"01/17/2020","138.31","136.54","138.33","136.16","5.62M","0.24%"
"01/16/2020","137.98","137.32","138.19","137.01","4.32M","1.00%"
"01/15/2020","136.62","136.00","138.06","135.71","4.05M","0.59%"
"01/14/2020","135.82","136.28","137.14","135.55","3.68M","-0.57%"
"01/13/2020","136.60","135.48","136.64","135.07","3.53M","-0.07%"
"01/10/2020","136.69","137.00","137.87","136.31","3.26M","-0.04%"
"01/09/2020","136.74","135.74","136.79","135.31","3.73M","1.06%"
"01/08/2020","135.31","134.51","135.86","133.92","4.35M","0.83%"
"01/07/2020","134.19","133.69","134.96","133.40","3.28M","0.07%"
"01/06/2020","134.10","133.42","134.24","133.20","2.43M","-0.18%"
"01/03/2020","134.34","133.57","134.86","133.56","2.37M","-0.80%"
"01/02/2020","135.42","135.00","135.92","134.77","3.15M","1.03%"
"12/31/2019","134.04","132.53","134.12","132.40","3.78M","0.93%"
"12/30/2019","132.81","135.20","135.30","132.50","4.12M","-1.82%"
"12/27/2019","135.27","135.00","135.75","134.87","2.75M","0.27%"
"12/26/2019","134.91","134.98","135.31","134.65","2.13M","-0.05%"
"12/24/2019","134.98","135.61","135.62","134.61","1.20M","-0.42%"
"12/23/2019","135.55","135.78","136.15","135.00","2.80M","-0.03%"
"12/20/2019","135.59","135.74","136.42","134.95","7.11M","0.77%"
"12/19/2019","134.56","134.46","134.72","134.19","3.87M","0.11%"
"12/18/2019","134.41","134.55","135.00","134.15","3.10M","0.14%"
"12/17/2019","134.22","134.28","134.69","133.46","2.91M","0.07%"
"12/16/2019","134.13","134.94","135.45","133.85","3.05M","-0.06%"
"12/13/2019","134.21","134.75","135.50","134.01","2.53M","-0.82%"
"12/12/2019","135.32","133.70","135.66","133.66","4.82M","1.17%"
"12/11/2019","133.76","134.11","134.51","133.67","3.95M","-0.11%"
"12/10/2019","133.91","133.92","134.84","133.56","3.48M","-0.01%"
"12/09/2019","133.92","133.35","134.59","133.26","2.98M","0.53%"
"12/06/2019","133.22","132.75","133.89","132.70","3.44M","0.99%"
"12/05/2019","131.91","132.99","133.24","131.63","3.60M","-0.06%"
"12/04/2019","131.99","132.86","133.68","131.96","3.53M","-0.10%"
"12/03/2019","132.12","132.00","132.44","130.69","3.71M","-0.59%"
"12/02/2019","132.91","134.45","134.50","132.48","3.07M","-1.15%"
"11/29/2019","134.45","133.60","134.52","133.03","1.83M","0.51%"
"11/27/2019","133.77","135.35","135.71","133.62","3.28M","-0.98%"
"11/26/2019","135.09","136.15","136.15","134.77","3.79M","-0.65%"
"11/25/2019","135.97","134.47","136.00","134.35","2.59M","1.21%"
"11/22/2019","134.34","134.19","134.65","133.59","3.30M","0.37%"
"11/21/2019","133.84","133.40","134.17","132.98","3.35M","0.48%"
"11/20/2019","133.20","134.06","134.46","132.75","4.14M","-0.98%"
"11/19/2019","134.52","134.88","135.38","134.46","3.00M","0.16%"
"11/18/2019","134.31","134.30","134.48","133.23","3.21M","-0.07%"
"11/15/2019","134.40","134.39","135.12","134.03","3.26M","0.30%"
"11/14/2019","134.00","134.13","134.33","133.33","4.23M","-0.36%"
"11/13/2019","134.48","135.39","135.58","133.84","3.06M","-0.82%"
"11/12/2019","135.59","135.87","136.66","135.02","3.05M","0.09%"
"11/11/2019","135.47","137.20","137.20","135.00","2.57M","-1.56%"
"11/08/2019","137.61","137.58","137.61","136.16","2.28M","-0.06%"
"11/07/2019","137.69","137.87","139.13","137.58","4.07M","-0.79%"
"11/06/2019","138.78","138.00","138.78","137.55","4.48M","0.65%"
"11/05/2019","137.89","137.80","138.76","137.63","3.01M","0.16%"
"11/04/2019","137.67","136.24","137.74","136.23","3.34M","1.58%"
"11/01/2019","135.53","134.50","135.56","134.09","3.09M","1.35%"
"10/31/2019","133.73","135.11","135.25","133.23","3.41M","-1.12%"
"10/30/2019","135.25","133.83","135.28","133.20","2.25M","1.07%"
"10/29/2019","133.82","135.42","135.57","133.44","4.16M","-1.58%"
"10/28/2019","135.97","136.00","136.63","135.44","3.23M","0.39%"
"10/25/2019","135.44","134.12","135.93","134.10","2.58M","1.02%"
"10/24/2019","134.07","134.83","135.07","133.30","2.62M","-0.23%"
"10/23/2019","134.38","133.52","134.56","132.70","3.63M","0.31%"
"10/22/2019","133.96","132.55","134.05","131.61","4.20M","1.04%"
"10/21/2019","132.58","132.61","133.10","130.90","6.37M","-1.13%"
"10/18/2019","134.09","134.22","134.49","132.25","7.18M","-0.13%"
"10/17/2019","134.26","135.00","136.00","132.91","15.83M","-5.52%"
"10/16/2019","142.11","142.49","142.95","141.39","5.92M","-0.62%"
"10/15/2019","143.00","142.54","143.72","141.81","3.05M","0.68%"
"10/14/2019","142.04","142.31","142.43","141.32","2.33M","-0.50%"
"10/11/2019","142.76","142.77","144.50","142.61","3.02M","1.15%"
"10/10/2019","141.13","139.77","141.78","139.56","2.65M","1.05%"
"10/09/2019","139.67","139.77","140.33","138.79","2.63M","0.93%"
"10/08/2019","138.38","140.24","140.47","138.25","3.34M","-2.05%"
"10/07/2019","141.28","142.26","142.70","141.22","2.49M","-1.20%"
"10/04/2019","142.99","142.06","143.06","141.03","2.45M","0.68%"
"10/03/2019","142.02","141.62","142.07","139.18","3.16M","0.23%"
"10/02/2019","141.69","142.19","142.27","140.57","3.35M","-1.37%"
"10/01/2019","143.66","145.59","147.35","143.54","2.97M","-1.21%"
"09/30/2019","145.42","143.73","146.57","143.73","4.00M","1.52%"
"09/27/2019","143.24","144.41","145.09","142.38","2.36M","-0.22%"
"09/26/2019","143.55","143.17","143.88","141.41","2.31M","0.27%"
"09/25/2019","143.16","141.74","143.63","140.86","2.55M","1.04%"
"09/24/2019","141.68","142.50","142.89","141.07","3.31M","-0.27%"
"09/23/2019","142.07","141.19","142.22","140.56","1.85M","0.13%"
"09/20/2019","141.88","143.25","143.83","141.82","5.22M","-0.76%"
"09/19/2019","142.97","142.46","145.03","142.45","3.18M","0.53%"
"09/18/2019","142.22","142.05","142.30","140.51","2.00M","0.01%"
"09/17/2019","142.20","142.48","142.48","140.66","2.94M","-0.20%"
"09/16/2019","142.48","142.56","143.64","142.27","1.93M","-0.83%"
"09/13/2019","143.67","144.32","144.65","143.26","2.21M","0.03%"
"09/12/2019","143.62","144.03","144.04","141.88","2.51M","0.01%"
"09/11/2019","143.60","144.85","145.12","142.71","3.87M","-1.00%"
"09/10/2019","145.05","143.00","145.46","142.96","4.98M","1.72%"
"09/09/2019","142.60","140.59","143.02","140.46","4.23M","1.44%"
"09/06/2019","140.57","141.52","141.53","140.46","2.58M","-0.28%"
"09/05/2019","140.97","138.30","141.69","138.05","5.01M","3.41%"
"09/04/2019","136.32","135.71","136.43","135.15","2.26M","1.66%"
"09/03/2019","134.10","134.85","134.90","133.33","2.83M","-1.06%"
"08/30/2019","135.53","135.58","136.07","134.36","2.96M","0.48%"
"08/29/2019","134.88","134.18","135.69","134.04","2.97M","1.60%"
"08/28/2019","132.76","130.44","132.89","130.04","2.72M","1.21%"
"08/27/2019","131.17","131.20","131.70","130.31","4.73M","0.91%"
"08/26/2019","129.99","131.05","131.30","129.16","2.84M","0.32%"
"08/23/2019","129.57","133.63","134.26","128.83","4.82M","-3.54%"
"08/22/2019","134.32","134.69","135.68","133.81","2.70M","0.05%"
"08/21/2019","134.25","134.96","135.94","133.80","2.81M","0.94%"
"08/20/2019","133.00","135.24","135.28","132.81","3.02M","-1.51%"
"08/19/2019","135.04","134.88","136.33","134.88","3.17M","0.96%"
"08/16/2019","133.76","133.04","134.59","132.95","3.01M","1.39%"
"08/15/2019","131.92","131.22","132.37","130.25","3.74M","0.51%"
"08/14/2019","131.25","133.91","134.16","130.98","5.11M","-3.34%"
"08/13/2019","135.79","133.80","136.57","132.81","4.55M","1.59%"
"08/12/2019","133.67","135.66","135.87","133.18","4.08M","-1.81%"
"08/09/2019","136.13","139.27","139.31","135.35","5.24M","-2.83%"
"08/08/2019","140.10","138.45","140.42","137.76","5.26M","0.71%"
"08/07/2019","139.11","138.74","139.58","136.41","5.93M","-1.15%"
"08/06/2019","140.73","142.03","142.47","139.31","5.07M","-0.02%"
"08/05/2019","140.76","144.98","145.10","139.15","7.11M","-4.41%"
"08/02/2019","147.25","149.03","152.95","145.59","8.10M","-2.04%"
"08/01/2019","150.32","148.90","152.82","148.50","6.34M","1.40%"
"07/31/2019","148.24","149.70","150.18","146.39","3.72M","-1.02%"
"07/30/2019","149.77","150.00","150.40","149.22","2.63M","-0.74%"
"07/29/2019","150.88","151.11","151.48","150.32","2.08M","-0.32%"
"07/26/2019","151.36","151.00","151.41","150.10","2.90M","0.64%"
"07/25/2019","150.39","149.82","150.62","148.61","3.10M","0.24%"
"07/24/2019","150.03","150.12","151.45","149.19","2.95M","-0.23%"
"07/23/2019","150.38","150.57","150.72","148.38","3.74M","0.43%"
"07/22/2019","149.74","150.16","151.94","149.70","4.09M","0.04%"
"07/19/2019","149.68","149.96","151.58","149.55","7.29M","0.03%"
"07/18/2019","149.63","142.50","150.31","142.20","12.70M","4.59%"
"07/17/2019","143.07","143.61","143.80","141.95","6.06M","-0.32%"
"07/16/2019","143.53","143.17","144.04","143.02","3.47M","0.15%"
"07/15/2019","143.32","142.89","143.51","142.12","2.37M","0.41%"
"07/12/2019","142.74","141.92","142.92","141.66","2.79M","1.06%"
"07/11/2019","141.24","140.79","141.58","140.30","2.13M","0.55%"
"07/10/2019","140.47","140.00","141.91","139.79","2.51M","0.82%"
"07/09/2019","139.33","140.61","140.99","139.13","3.37M","-0.88%"
"07/08/2019","140.57","141.05","141.28","140.27","2.40M","-0.57%"
"07/05/2019","141.38","140.87","141.49","139.91","2.14M","-0.11%"
"07/03/2019","141.54","140.72","141.82","140.43","1.93M","0.94%"
"07/02/2019","140.22","139.75","140.43","139.47","2.41M","0.24%"
"07/01/2019","139.88","139.60","141.49","139.28","3.39M","1.44%"
"06/28/2019","137.90","138.57","139.14","137.84","6.15M","-0.45%"
"06/27/2019","138.52","138.72","139.30","137.95","2.15M","0.00%"
"06/26/2019","138.52","138.87","139.68","138.41","2.28M","0.12%"
"06/25/2019","138.36","139.46","139.55","138.13","2.80M","-0.71%"
"06/24/2019","139.35","139.20","140.15","139.05","2.19M","0.11%"
"06/21/2019","139.20","138.44","139.54","138.39","5.29M","0.25%"
"06/20/2019","138.85","138.93","139.54","138.20","3.07M","1.29%"
"06/19/2019","137.08","136.43","138.36","136.24","2.38M","0.51%"
"06/18/2019","136.38","135.20","137.19","135.20","2.91M","1.06%"
"06/17/2019","134.95","135.39","136.03","134.70","2.19M","-0.15%"
"06/14/2019","135.15","135.44","135.88","134.43","2.19M","-0.45%"
"06/13/2019","135.76","135.13","136.27","135.09","2.96M","0.66%"
"06/12/2019","134.87","135.56","135.94","134.41","2.25M","-0.79%"
"06/11/2019","135.95","135.32","136.46","135.05","3.41M","0.90%"
"06/10/2019","134.74","134.38","135.35","133.91","2.91M","1.07%"
"06/07/2019","133.31","132.47","134.72","132.21","2.55M","0.82%"
"06/06/2019","132.22","132.19","132.65","130.90","2.30M","0.56%"
"06/05/2019","131.49","133.38","133.61","130.47","3.16M","-0.90%"
"06/04/2019","132.69","129.56","132.74","129.09","3.91M","3.45%"
"06/03/2019","128.27","127.10","128.56","127.06","4.27M","1.01%"
"05/31/2019","126.99","128.44","128.44","126.85","3.54M","-1.99%"
"05/30/2019","129.57","129.74","129.97","128.93","2.74M","-0.09%"
"05/29/2019","129.69","130.00","130.28","128.32","3.68M","-0.59%"
"05/28/2019","130.46","132.13","132.64","130.27","4.91M","-1.38%"
"05/24/2019","132.28","133.53","134.25","131.59","2.60M","-0.08%"
"05/23/2019","132.39","135.13","135.13","130.44","5.34M","-2.90%"
"05/22/2019","136.35","136.00","136.75","135.71","1.85M","-0.07%"
"05/21/2019","136.45","136.12","137.06","135.79","2.50M","0.98%"
"05/20/2019","135.12","133.53","135.43","132.93","3.26M","0.60%"
"05/17/2019","134.32","134.68","135.41","133.94","2.62M","-1.15%"
"05/16/2019","135.88","134.74","136.11","134.64","3.02M","1.10%"
"05/15/2019","134.40","132.59","134.59","132.37","2.55M","0.82%"
"05/14/2019","133.31","131.82","134.32","131.68","3.28M","1.44%"
"05/13/2019","131.42","133.28","133.57","130.96","4.96M","-2.88%"
"05/10/2019","135.32","134.88","135.75","132.42","3.98M","-0.01%"
"05/09/2019","135.34","134.89","135.58","133.03","4.19M","-1.93%"
"05/08/2019","138.00","137.77","138.70","137.13","3.82M","0.26%"
"05/07/2019","137.64","139.15","139.51","136.19","4.73M","-1.95%"
"05/06/2019","140.38","138.30","140.69","137.90","2.79M","0.09%"
"05/03/2019","140.25","139.70","141.00","139.63","2.58M","0.47%"
"05/02/2019","139.59","140.50","141.28","139.41","3.54M","-0.69%"
"05/01/2019","140.56","140.55","141.81","140.17","3.05M","0.21%"
"04/30/2019","140.27","139.11","140.44","138.68","4.64M","0.88%"
"04/29/2019","139.05","139.15","139.63","138.81","2.96M","-0.28%"
"04/26/2019","139.44","139.34","139.89","138.81","2.32M","0.58%"
"04/25/2019","138.63","139.70","139.75","137.71","2.91M","-0.94%"
"04/24/2019","139.95","140.60","141.31","139.78","2.77M","-0.35%"
"04/23/2019","140.44","139.15","140.92","138.94","4.46M","1.12%"
"04/22/2019","138.89","139.42","140.56","138.48","4.49M","-1.03%"
"04/18/2019","140.33","139.00","140.49","138.70","4.96M","0.88%"
"04/17/2019","139.11","137.37","141.98","136.26","12.53M","-4.15%"
"04/16/2019","145.14","144.40","145.39","144.02","6.30M","0.86%"
"04/15/2019","143.90","144.40","144.46","143.27","3.60M","-0.31%"
"04/12/2019","144.35","144.26","144.44","143.70","2.90M","0.40%"
"04/11/2019","143.78","143.80","144.11","143.03","2.94M","0.53%"
"04/10/2019","143.02","142.20","143.50","141.98","2.68M","0.64%"
"04/09/2019","142.11","142.66","142.95","141.84","3.04M","-0.89%"
"04/08/2019","143.39","143.02","143.42","142.87","2.12M","0.08%"
"04/05/2019","143.28","143.29","143.50","142.46","2.73M","0.35%"
"04/04/2019","142.78","143.62","144.14","142.54","2.77M","-0.59%"
"04/03/2019","143.63","143.65","144.22","143.01","2.68M","0.44%"
"04/02/2019","143.00","143.35","143.95","142.60","2.40M","-0.21%"
"04/01/2019","143.30","141.51","143.41","141.51","3.98M","1.56%"
"03/29/2019","141.10","140.50","141.22","140.15","3.10M","0.84%"
"03/28/2019","139.92","139.91","140.44","139.10","2.66M","0.49%"
"03/27/2019","139.24","140.41","140.49","138.40","3.10M","-0.70%"
"03/26/2019","140.22","139.93","141.02","139.42","2.55M","0.75%"
"03/25/2019","139.18","139.06","139.91","138.35","2.84M","-0.19%"
"03/22/2019","139.45","140.97","141.44","138.90","3.88M","-1.41%"
"03/21/2019","141.44","139.10","142.12","138.88","3.61M","1.32%"
"03/20/2019","139.60","140.53","140.70","138.98","3.65M","-0.63%"
"03/19/2019","140.49","140.96","141.70","140.00","3.48M","0.20%"
"03/18/2019","140.21","139.83","140.37","138.72","3.27M","0.56%"
"03/15/2019","139.43","139.37","140.33","139.23","7.15M","0.46%"
"03/14/2019","138.79","138.51","138.94","138.06","2.74M","0.17%"
"03/13/2019","138.56","138.05","139.32","137.85","3.17M","0.20%"
"03/12/2019","138.28","138.52","139.69","137.86","3.95M","0.41%"
"03/11/2019","137.71","136.03","137.73","135.84","3.94M","1.94%"
"03/08/2019","135.09","134.21","135.24","133.58","3.77M","-0.20%"
"03/07/2019","135.36","136.61","136.89","134.63","4.36M","-1.18%"
"03/06/2019","136.98","138.12","138.39","136.72","2.77M","-0.65%"
"03/05/2019","137.88","138.37","138.74","137.56","4.25M","-0.40%"
"03/04/2019","138.43","139.99","140.08","137.17","3.41M","-0.55%"
"03/01/2019","139.20","139.31","140.04","138.64","3.03M","0.77%"
"02/28/2019","138.13","138.77","139.06","137.72","3.46M","-0.75%"
"02/27/2019","139.17","139.25","139.57","138.40","2.53M","-0.39%"
"02/26/2019","139.72","139.67","140.49","139.47","3.06M","0.19%"
"02/25/2019","139.46","140.00","140.47","139.32","3.19M","0.15%"
"02/22/2019","139.25","138.73","139.38","138.43","3.11M","1.02%"
"02/21/2019","137.84","137.82","138.35","137.35","2.94M","-0.12%"
"02/20/2019","138.00","138.76","139.24","137.22","3.80M","-0.50%"
"02/19/2019","138.70","137.81","138.70","137.36","3.39M","0.49%"
"02/15/2019","138.03","137.58","138.19","137.38","3.84M","1.14%"
"02/14/2019","136.48","137.17","137.60","136.21","2.79M","-0.76%"
"02/13/2019","137.52","136.92","137.92","136.41","4.25M","1.08%"
"02/12/2019","136.05","135.15","136.20","134.86","3.32M","1.54%"
"02/11/2019","133.99","134.29","135.15","133.91","3.10M","0.21%"
"02/08/2019","133.71","132.34","133.71","132.19","3.25M","0.39%"
"02/07/2019","133.19","133.55","134.47","132.12","4.38M","-2.30%"
"02/06/2019","136.32","135.22","136.65","135.17","4.88M","0.57%"
"02/05/2019","135.55","135.28","135.82","134.92","5.40M","0.27%"
"02/04/2019","135.19","134.02","135.20","132.99","3.97M","0.81%"
"02/01/2019","134.10","134.97","135.20","133.35","3.81M","-0.24%"
"01/31/2019","134.42","134.45","134.72","133.74","4.88M","0.03%"
"01/30/2019","134.38","134.00","135.03","133.25","4.50M","0.04%"
"01/29/2019","134.33","134.29","135.41","133.60","5.04M","0.04%"
"01/28/2019","134.27","133.10","134.81","132.58","5.36M","0.22%"
"01/25/2019","133.97","132.87","134.44","132.43","5.71M","1.09%"
"01/24/2019","132.53","132.63","133.21","131.43","6.32M","-0.27%"
"01/23/2019","132.89","131.37","135.00","130.31","22.06M","8.46%"
"01/22/2019","122.52","123.30","123.80","121.54","10.05M","-1.05%"
"01/18/2019","123.82","123.27","124.72","122.71","6.01M","1.33%"
"01/17/2019","122.19","120.56","122.41","120.55","5.03M","0.47%"
"01/16/2019","121.62","121.58","122.00","120.83","3.84M","-0.09%"
"01/15/2019","121.73","120.96","121.93","120.82","3.51M","1.11%"
"01/14/2019","120.39","120.51","120.65","119.76","5.23M","-0.88%"
"01/11/2019","121.46","121.58","121.61","120.20","3.72M","-0.27%"
"01/10/2019","121.79","120.08","121.86","119.95","3.91M","0.91%"
"01/09/2019","120.69","120.91","121.40","119.87","3.63M","0.72%"
"01/08/2019","119.83","119.66","120.57","118.98","4.76M","1.42%"
"01/07/2019","118.15","117.50","118.83","116.67","3.75M","0.71%"
"01/04/2019","117.32","114.91","117.49","114.44","4.48M","3.91%"
"01/03/2019","112.91","114.53","114.88","112.69","4.35M","-2.00%"
"01/02/2019","115.21","112.01","115.98","111.69","4.24M","1.35%"
"12/31/2018","113.67","113.33","114.35","112.42","4.98M","0.57%"
"12/28/2018","113.03","114.22","114.80","112.50","5.12M","-0.66%"
"12/27/2018","113.78","109.99","113.78","109.47","6.05M","2.15%"
"12/26/2018","111.39","108.00","111.39","105.94","6.65M","3.55%"
"12/24/2018","107.57","109.90","111.00","107.50","3.82M","-3.04%"
"12/21/2018","110.94","112.50","115.28","110.44","10.39M","-1.84%"
"12/20/2018","113.02","115.70","116.45","111.70","8.45M","-2.93%"
"12/19/2018","116.43","117.15","120.27","115.97","6.98M","-0.19%"
"12/18/2018","116.65","116.90","118.23","116.02","6.29M","0.47%"
"12/17/2018","116.10","119.07","119.78","115.07","7.37M","-3.17%"
"12/14/2018","119.90","119.50","121.11","119.44","4.55M","-0.69%"
"12/13/2018","120.73","121.26","121.79","120.17","3.99M","-0.35%"
"12/12/2018","121.16","122.51","122.88","121.00","3.56M","0.22%"
"12/11/2018","120.89","123.25","123.81","120.00","5.04M","-0.20%"
"12/10/2018","121.13","119.74","121.68","118.52","6.55M","1.50%"
"12/07/2018","119.34","123.90","124.05","118.87","7.02M","-3.69%"
"12/06/2018","123.91","119.72","123.91","119.30","6.94M","1.90%"
"12/04/2018","121.60","124.49","124.92","121.33","6.00M","-2.96%"
"12/03/2018","125.31","125.67","126.59","124.36","5.84M","0.84%"
"11/30/2018","124.27","121.66","124.69","121.48","7.25M","2.30%"
"11/29/2018","121.48","122.44","123.12","121.40","5.20M","-1.24%"
"11/28/2018","123.00","121.01","123.09","120.22","5.10M","2.47%"
"11/27/2018","120.03","118.38","120.04","118.37","4.90M","0.39%"
"11/26/2018","119.56","118.37","120.25","118.06","5.01M","2.02%"
"11/23/2018","117.19","118.09","118.34","116.91","2.33M","-1.16%"
"11/21/2018","118.57","117.61","119.51","117.39","5.34M","1.17%"
"11/20/2018","117.20","118.49","119.49","116.70","6.23M","-2.58%"
"11/19/2018","120.31","121.63","122.18","119.77","4.13M","-1.04%"
"11/16/2018","121.57","120.89","121.85","120.54","4.08M","0.11%"
"11/15/2018","121.44","119.66","121.44","119.51","5.21M","1.03%"
"11/14/2018","120.20","121.11","121.93","119.77","4.76M","-0.53%"
"11/13/2018","120.84","121.19","122.25","119.90","4.08M","-0.05%"
"11/12/2018","120.90","123.50","123.57","120.65","5.38M","-2.14%"
"11/09/2018","123.54","123.61","124.57","121.96","6.96M","0.13%"
"11/08/2018","123.38","122.66","124.40","122.63","10.40M","-1.17%"
"11/07/2018","124.84","123.79","125.06","122.33","12.38M","1.40%"
"11/06/2018","123.12","120.70","123.81","120.31","9.60M","2.55%"
"11/05/2018","120.06","116.10","120.77","116.00","9.14M","3.80%"
"11/02/2018","115.67","117.51","117.75","114.54","10.59M","-0.99%"
"11/01/2018","116.83","115.50","117.00","115.11","13.63M","1.21%"
"10/31/2018","115.43","116.49","116.50","114.09","21.64M","0.03%"
"10/30/2018","115.40","120.48","121.50","115.15","21.46M","-3.54%"
"10/29/2018","119.64","119.34","123.95","118.30","20.45M","-4.13%"
"10/26/2018","124.79","125.21","125.78","123.71","8.77M","-1.31%"
"10/25/2018","126.45","127.25","127.79","125.14","10.30M","-0.60%"
"10/24/2018","127.21","131.17","131.69","127.00","5.71M","-3.05%"
"10/23/2018","131.21","129.02","131.90","128.41","6.46M","0.92%"
"10/22/2018","130.02","129.58","130.44","128.40","5.72M","0.71%"
"10/19/2018","129.10","130.65","131.89","127.96","7.79M","-1.11%"
"10/18/2018","130.55","132.73","133.40","130.04","10.01M","-2.61%"
"10/17/2018","134.05","135.89","137.15","133.42","19.46M","-7.63%"
"10/16/2018","145.12","142.93","145.45","141.58","8.70M","2.83%"
"10/15/2018","141.13","140.38","142.26","140.14","4.97M","0.20%"
"10/12/2018","140.85","141.12","141.54","139.08","6.56M","1.32%"
"10/11/2018","139.02","142.62","144.19","138.78","8.71M","-2.57%"
"10/10/2018","142.69","147.50","147.69","142.50","5.55M","-3.09%"
"10/09/2018","147.24","148.08","148.36","146.93","3.64M","-0.77%"
"10/08/2018","148.39","148.50","149.07","147.18","3.24M","-0.43%"
"10/05/2018","149.03","150.90","151.79","147.87","4.60M","-1.51%"
"10/04/2018","151.31","151.69","152.80","150.36","4.24M","-1.25%"
"10/03/2018","153.22","154.00","154.36","152.80","3.32M","-0.34%"
"10/02/2018","153.75","152.99","153.84","152.50","3.03M","0.49%"
"10/01/2018","153.00","151.71","153.42","151.71","3.76M","1.18%"
"09/28/2018","151.21","151.16","151.62","150.79","3.31M","-0.19%"
"09/27/2018","151.50","152.01","152.39","151.16","3.48M","-0.07%"
"09/26/2018","151.61","152.40","153.35","151.34","7.40M","1.81%"
"09/25/2018","148.91","149.91","150.41","148.36","4.40M","-0.75%"
"09/24/2018","150.03","151.10","151.20","149.46","4.26M","-0.87%"
"09/21/2018","151.35","151.48","152.60","150.74","19.95M","0.13%"
"09/20/2018","151.15","149.58","151.38","149.44","5.95M","1.40%"
"09/19/2018","149.06","148.63","149.96","148.23","4.25M","0.34%"
"09/18/2018","148.56","147.76","148.99","147.47","3.63M","0.42%"
"09/17/2018","147.94","148.44","149.07","147.77","3.55M","-0.26%"
"09/14/2018","148.33","148.85","149.30","147.78","3.45M","-0.42%"
"09/13/2018","148.95","147.35","149.00","147.12","5.35M","1.62%"
"09/12/2018","146.57","146.37","147.98","146.03","4.51M","0.05%"
"09/11/2018","146.49","146.00","146.99","145.25","3.37M","0.58%"
"09/10/2018","145.65","146.60","147.30","145.56","3.62M","0.14%"
